HITId,tweet,sentiment,directness,annotator_sentiment,target,group
4319,Me at 16: i might be g-gay but i don\u2019t like using labels we\u2019re people not clothes!\nMe now: yeah i\u2019m a fucking faggot,normal,indirect,anger_fear,sexual_orientation,gay
4320,@user @user @user Eating meat or not - is beside any point.\nThis is cunt hunting a trophy pos\u2026 @URL,offensive,indirect,fear_shock_indifference_sadness_disgust,other,other
4321,@user @user Fuck off retard,offensive,indirect,fear_shock_indifference_sadness_disgust,disability,special_needs
4322,@user lmfao tell the cunt to look elsewhere then,hateful,indirect,anger_fear_shock_indifference_disgust,origin,women
4323,Fukem retard,disrespectful_hateful,indirect,anger_indifference,other,other
4324,Illegal immigrants are going to destroy America. Saddest thing really.,hateful,indirect,anger_indifference,origin,individual
4325,@user @user I hate that mongoloid voice,offensive_disrespectful,indirect,anger_indifference,disability,other
4326,@user @user @user @user @user Definately receiving the twitter top twat of th\u2026 @URL,offensive,indirect,anger_indifference,other,other
4327,@user @user @user @user You sound retard he was a democrat. Literally in his files moron. Your par\u2026 @URL,offensive,indirect,anger_indifference,disability,special_needs
4328,..why are illegal aliens allowed to have mobile phones? @URL,hateful,indirect,anger_indifference,origin,other
4329,@user Lmao .... you text like you talk #textimpedimentman #retard,offensive,indirect,sadness_shock,disability,special_needs
4330,@user Lmfaooo nigga said nigger,offensive,indirect,anger_indifference,origin,individual
4331,@user So unfair. I need to step up my retard game.,offensive,indirect,anger_indifference,disability,special_needs
4332,/ Chin Chin; I'm surprised he could even GET a gf\n\nAmanda: yeah well fuck u u fucking burnt turd faggot we've almos\u2026 @URL,offensive,indirect,anger_fear_indifference_sadness_disgust,sexual_orientation,other
4333,\u201cYou need to tell him you\u2019ll eat his asshole. If he likes that then he\u2019s a faggot\u201d - Kelsi\u2019s advice on how to get a man to leave you alone,offensive,indirect,anger_fear_indifference_sadness_disgust,sexual_orientation,gay
4334,@user these dudes once started pulling their eyes back and started yelling ching chong at me once. i was outraged,offensive,indirect,anger_fear_indifference_sadness_disgust,origin,other
4335,I’m on the 3rd floor omg I just heard someone calling another person a nigger omg is everything okay down there,offensive,indirect,sadness_shock,origin,other
4336,if you can\u2019t jam to my spic music ion want you,hateful_normal,indirect,sadness_shock,gender,special_needs
4337,My Grandma did not teach her children Spanish for the same reason most immigrants refuse to learn/speak English fe… @URL,disrespectful_normal,indirect,confusion_indifference,origin,special_needs
4338,There are shithole countries that I\u2019d never visit even if I was paid millions. Savage backward inhumane bastards\u2026 @URL,abusive_offensive,indirect,confusion_indifference,origin,other
4339,@user Obviously some cunt who doesn\u2019t even know his own teams history,offensive,indirect,confusion_indifference,gender,women
4340,@user @user thank u spic,hateful,indirect,confusion_indifference,origin,hispanics
4341,@user spic,normal,indirect,anger_indifference,origin,hispanics
4342,@user in his 50s \ud83d\ude2d @URL,abusive_offensive_disrespectful_hateful_normal,indirect,anger_indifference,other,women
4343,Liberals:\n\u201cLet\u2019s preserve the rain forest\u201d \ud83c\udf33 \n\u201cLet\u2019s save the whales\u201d \ud83d\udc0b \n\u201cDon\u2019t disrespect \u2018shithole\u2019 countries\u201d\n\nA\u2026 @URL,normal,indirect,anger_indifference,origin,special_needs
4344,\u201cThis is the good name of Manchester Utd\u201d full fume from hairy hands @user the mongy burk.,fearful_abusive_offensive_hateful_normal,indirect,sadness_shock,origin,other
4345,yes it will bc i told you that im deactivating this fucking faggot,offensive,direct,sadness_shock,sexual_orientation,special_needs
4346,@user Wow Middle East Africa and South Asia? All the shithole countries are gathered together to walk a thou\u2026 @URL,fearful_abusive_offensive_hateful_normal,direct,anger_disgust,origin,special_needs
4347,Such a twat @URL,offensive,indirect,anger_disgust,disability,women
4348,i cant possibly imagine stepping under a 6 plate bench lmfao. retarded. my chest would explode. \ud83d\ude02,offensive,indirect,anger_disgust,disability,special_needs
4349,Hey twitter nigger shit me down you fuckibg bitch!!! Fucking democratic libtard nigger lover!!!!!,hateful_normal,indirect,anger_disgust,origin,other
4350,Once i get comfortable around you your gonna think my ass is retarded,fearful_offensive_hateful_disrespectful_normal,indirect,anger_disgust,disability,special_needs
4351,@user One chromosome too many\nMongoloid he was a mongoloid\nAnd it determined what he could see\nAnd he wore\u2026 @URL,offensive,indirect,anger_disgust,disability,special_needs
4352,@user you look like the mongoloid version of Young Dolph.,abusive_offensive_hateful_disrespectful_normal,indirect,anger_disgust,origin,individual
4353,@user @user @user If you can\u2019t say anything that doesn\u2019t stem from \u201cORANGE MAN. BAD\u201d as your mongoloi\u2026 @URL,offensive,indirect,anger_disgust,disability,other
4354,@user @user back of the battle bus nigger,offensive,indirect,anger_disgust,origin,indian/hindu
4355,We have some fucking retarded fans. Durrr JG lost this game because our defense couldn't stop them...durrrr,offensive,indirect,anger_disgust,disability,special_needs
4356,@user This beautiful life... ching chong ling long,offensive,indirect,anger_disgust,origin,other
4357,Hey man full offense it\u2019s fucking Shabbat so like it\u2019s double no gun zone fucking twat @URL,hateful,indirect,anger_disgust,other,other
4358,Why don't you worry about the BULLSHIT going on in your godforsaken shithole of a country and leave us alone to ca\u2026 @URL,hateful,direct,anger_disgust,origin,immigrants
4359,me: h\noomf: retweet my last tweet faggot @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,sexual_orientation,other
4360,lol these new spic rappers different,offensive,indirect,anger_sadness_shock_indifference_disgust,origin,other
4361,@user @user Hey retard there were 4 and they were all injured not killed,abusive_offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
4362,It's not a weapon of war you retard I can shoot a Glock as fast as an ArmaLite rifle (AR). @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
4363,@user it’s NEVER okay to be white what are they even thinking making this poll,offensive,indirect,anger_sadness,origin,women
4364,Austin bought ME chocolates... and this negro ate them. Where they do that at?,hateful,indirect,anger_sadness,origin,left_wing_people
4365,@user Fuck off you dumb cunt,offensive,direct,anger_sadness,origin,individual
4366,But I actually called you a dirty jew,offensive_hateful,indirect,anger_disgust,religion,muslims
4367,“and don’t forget i’m a negro /,offensive,indirect,indifference_disgust,origin,other
4368,she has me smiling like a retard \ud83d\ude11\ud83e\udd2a @URL,offensive_disrespectful,indirect,confusion_disgust,disability,special_needs
4369,Is it just me or does it appear that the mad bomber had his van all cleaned up spic-and-span for when he got arrested?,offensive,indirect,confusion_disgust,other,other
4370,Rondo is retarded \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02,offensive_hateful,indirect,confusion_disgust,disability,women
4371,I can\u2019t believe I have to travel to this shithole fucking country next week,hateful_disrespectful,indirect,confusion_disgust,origin,refugees
4372,@user well did you call it a faggot back?,hateful,indirect,anger_disgust,sexual_orientation,individual
4373,Let the record show the cunt @user fell asleep at 10pm on the weekends...smh,abusive_offensive_hateful_disrespectful_normal,indirect,anger_disgust,other,women
4374,Is he fucking retarded,offensive,indirect,anger_disgust,disability,special_needs
4375,Los and quise are fucking retarded,offensive,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs
4376,Fact: if your boyfriend is a cunt to your mates and you allow it you\u2019re an even bigger cunt.,fearful_abusive_offensive_hateful_normal,indirect,anger_sadness_shock_indifference_disgust,other,women
4377,@user @user This cunt rude Yessi ignore her\ud83e\udd26\ud83c\udffe\u200d\u2642\ufe0f\ud83d\ude02,offensive,indirect,indifference_disgust,gender,women
4378,@user @user @user Florida is a shithole and the armpit of the United States. If it weren\u2019t for the Gulf\u2026 @URL,offensive,indirect,anger_disgust,origin,other
4379,Feed the twat to the lions. @URL,hateful,indirect,anger_confusion,gender,individual
4380,@user monster tomate un buen spic,offensive,indirect,anger_confusion,origin,other
4381,@user When u start taking twitter seriously is when you really start becoming a faggot Tib.,offensive,indirect,anger_confusion,sexual_orientation,individual
4382,@user Nigga u retarded?,offensive,indirect,anger_disgust,disability,special_needs
4383,@user Yeah. You’re scamming yourself with that punk ass psych degree you nigger woman.,offensive,direct,anger_disgust,origin,african_descent
4384,if i go on facebook n see one more twat doing blackface i might just scream,offensive,indirect,anger_sadness,gender,women
4385,i cant believe i fell in love with a girl that calls me a faggot \ud83d\ude02,hateful_normal,indirect,anger_sadness,sexual_orientation,other
4386,@user Dms faggot,abusive_offensive,direct,anger_sadness,sexual_orientation,individual
4387,\ud83d\ude2d Trump definitely retarded,hateful_disrespectful,indirect,anger_sadness,disability,special_needs
4388,I'm a pussy boy\nWomen are just toyyysss\nI'm a spastic\nIt's cybertastic\nYou can suck my dick\nOnly aqw for the spic\nI\u2026 @URL,offensive,indirect,anger_sadness,origin,other
4389,Bigot is Old English (&amp;German) that means by God. By God Im a bigot.I aint afraid of filthy faggot queers.I love my\u2026 @URL,offensive,indirect,anger_shock,sexual_orientation,gay
4390,@user Like..... they\u2019re fuckin retarded just like their leader,abusive_offensive_hateful_disrespectful_normal,indirect,anger_confusion_shock_indifference_disgust,disability,other
4391,This was the talk according to Cristiano during this challenge:\nKoke:\You're a faggot\\nCristiano:\I'm a billionaire\ @URL,offensive_disrespectful,indirect,anger_confusion_shock_indifference_disgust,sexual_orientation,other
4392,@user @user He's correct it's gonna be retarded. All of his music could fit that guide line. This generation of rap is shit,offensive,indirect,anger_confusion_shock_indifference_disgust,other,special_needs
4393,@user Who\u2019s cleamson retard?,abusive_hateful,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
4394,@user @user As opposed to Hillary? You\u2019re such a shirt lifting mongoloid,offensive,indirect,indifference_disgust,gender,women
4395,@user Yeh cunt x,offensive,indirect,anger_sadness_shock_indifference_disgust,gender,women
4396,@user kys faggot no one likes you,offensive,indirect,sadness_shock,origin,individual
4397,@user fuk u ya fukin pussy ass Bitch. Go home faggot ass Bitch. Yo momma won\u2019t watch ya podcasts. #FukU,offensive,indirect,sadness_shock,sexual_orientation,gay
4398,yeah ok nigger @URL,offensive,indirect,sadness_shock,other,other
4399,I'll donate a fiver if you call @user a Tory hating cunt. #StandUpToCancer @URL,abusive_offensive_hateful_disrespectful_normal,indirect,anger_fear_shock_indifference_disgust,other,left_wing_people
4400,@user No. We are not accepting the integration of illegal aliens into our communities.,hateful,indirect,sadness_shock,origin,refugees
4401,@user @user And Obama was a member of the ?ching chong ? Club with photos of him blazing the Ganga,offensive,indirect,confusion_sadness_shock_indifference_disgust,origin,other
4402,@user @user I'm middle aged. I love you too white women. It's okay to be white.,offensive,indirect,anger_confusion_sadness_indifference_disgust,origin,women
4403,Tyronn Lue is a retard,fearful_abusive_offensive_hateful_disrespectful,indirect,shock_disgust,origin,individual
4404,@user Tweety bird doesn't live in a nest you mongoloid watch the show,offensive,indirect,shock_disgust,disability,other
4405,There are public dinosaurs and private dinosaurs. And you're a faggot.,hateful,direct,indifference_disgust,sexual_orientation,gay
4406,@user @user You senseless unthoughtful cunt. A father husband and son may of died and all you care about\u2026 @URL,hateful,indirect,indifference_disgust,gender,women
4407,It's okay to be white and celebrate Australia Day #auspol,normal,indirect,shock_indifference,origin,other
4408,@user He is a mass murderer who did not cross over with a caravan did not come from a \u201cshithole\u201d countr\u2026 @URL,fearful_abusive_offensive_disrespectful_normal,indirect,shock_indifference,origin,individual
4409,keelah lil drunk ass retarded \ud83d\ude02\ud83d\ude02\ud83d\ude02,normal,indirect,fear_disgust,disability,special_needs
4410,Call me a dirty spic and shove a nail in my toenail plz @URL,offensive,indirect,anger_indifference,origin,indian/hindu
4411,iron lung blimp by cat soup @URL,fearful_disrespectful,indirect,confusion_fear_indifference_sadness_disgust,disability,other
4412,@user @user I wonder what the spic gets out of it?,normal,indirect,confusion_fear_indifference_sadness_disgust,origin,special_needs
4413,yeah leave me alone faggot!!!!!!\ud83d\ude24 @URL,hateful,direct,confusion_fear_indifference_sadness_disgust,other,other
4414,@user Will you accept American refugees yet? I'm afraid it's not safe for millions of Americans to stay in our co… @URL,offensive,indirect,confusion_fear_indifference_sadness_disgust,origin,refugees
4415,Niggas be mad at you cause u not retarded,offensive,indirect,confusion_fear_indifference_sadness_disgust,disability,special_needs
4416,@user @user @user Big mongy thinking he knows what\u2019s going on,offensive,indirect,sadness_disgust,origin,other
4417,Just Pinned to Do you like French toast? How about pumpkin spice? Lets put pumpkin and frech toast togther! Pumpkin\u2026 @URL,offensive,indirect,sadness_indifference,origin,women
4418,@user prolly thank the mentally retarded fnbse like srsly? comparing a global legend with a glassy dough poin\u2026 @URL,offensive_disrespectful,indirect,sadness_indifference,disability,special_needs
4419,@user @user Ok ching chong,offensive_hateful,indirect,indifference_disgust,origin,hispanics
4420,@user Not retarded just a nihilist,hateful_normal,indirect,confusion_fear_shock_indifference_sadness,origin,women
4421,@user @user That so-called \camo\ is designed either by a colour-blind person or a utter retard if neithe\u2026 @URL,offensive,indirect,confusion_fear_shock_indifference_sadness,disability,special_needs
4422,@user he doesn't he called me a faggot then stole my wall in a burger king bathroom once,offensive,indirect,confusion_fear_shock_indifference_sadness,origin,women
4423,Don\u2019t get me wrong he has some good music but give a retard some money and... @URL,fearful_abusive_offensive_hateful_disrespectful,indirect,confusion_fear_shock_indifference_sadness,disability,other
4424,Kavanaugh will get rid of illegal aliens,offensive,indirect,sadness_indifference,origin,immigrants
4425,@user @user @user dont compare us with your mongol nation. u can compare ur nation with kur\u2026 @URL,offensive_hateful,indirect,sadness_indifference,origin,hispanics
4426,Wetback spic.. come on racists. You can do better than that. These don't offend me and shouldn't offend my people.\u2026 @URL,offensive_normal,indirect,anger_sadness,origin,special_needs
4427,nicki\u2019s so powerful! so we can call c*rdi and tell how retarded she is! \u2764\ufe0f\ud83d\ude48\u2728 @URL,offensive,indirect,anger_sadness_shock_indifference_disgust,disability,special_needs
4428,there's kib then there's aljun then there's brandon then there's balti then there's encho then there's dyke gOISE,offensive,indirect,indifference_disgust,sexual_orientation,special_needs
4429,@user What a shame I was born in such a shithole country. A Barrister at Law who studied hard to protect the r\u2026 @URL,offensive,indirect,indifference_disgust,origin,other
4430,Which only means that El Salvador can't create a well-run society. Of course people want to leave shithole countrie\u2026 @URL,offensive,indirect,indifference_disgust,origin,other
4431,Al throw this geezer a party get the cunt on the dog and bone and tell him two words: Springburn Soundsystem x @URL,offensive,indirect,confusion_disgust,gender,women
4432,@user Thank you Senator Graham. I've been critical of you for your support of illegal aliens but your defen… @URL,offensive_normal,indirect,indifference_disgust,origin,other
4433,@user You looked like a twat anyways,offensive,indirect,indifference_disgust,other,special_needs
4434,also the show is boring even s1 riverdale was more interesting than this but it did have dyke icon cheryl blossom so,offensive,indirect,indifference_disgust,gender,women
4435,@user Yea that's not all he said. But it's apparent the social media for 5NEWS is ran by someone retarded or close to it.,offensive,indirect,anger_indifference,other,other
4436,If you unironically believe weed cures cancer you\u2019re retarded.,abusive_normal,indirect,anger_indifference,other,special_needs
4437,@user \ud83d\udc40\ud83d\udc40\ud83d\udc40\ud83d\udc40\ud83d\udc40\ud83d\udc40looks spic and span i want to have a go\ud83d\ude05,offensive,indirect,anger_indifference,other,other
4438,@user @user fucking spic,offensive,direct,anger_indifference,origin,other
4439,Until this bag of shit and his Republican cohort are out of office this country will remain a shithole! #VOTE @URL,offensive,indirect,anger_indifference,other,other
4440,@user @user so you defend someone because she was from Kenya high that's why Kenya is a shithole country,offensive,indirect,confusion_fear_shock_sadness_disgust,origin,other
4441,@user What an absolute twat,offensive,indirect,anger_sadness,gender,women
4442,@user You made a complete twat of yourself today didn\u2019t you?,fearful_abusive_disrespectful_hateful_normal,indirect,anger_disgust,gender,individual
4443,The nigger in me just jumped out @URL,offensive,indirect,anger_confusion_fear_indifference_sadness,origin,african_descent
4444,@user @user @user @user Stage one of being a faggot: be Myles\nFaggot Found,offensive,indirect,fear_shock_indifference_sadness_disgust,sexual_orientation,gay
4445,@user I know you aint talmbout me spic @URL,offensive,indirect,sadness_indifference,origin,individual
4446,@user I never thought I'd see America degenerate into a true shithole country in my life. Great work Americans.,offensive,indirect,anger_confusion_sadness_shock_indifference,origin,other
4447,I feel like this one mutual would call me a spic behind my back,normal,indirect,anger_confusion_sadness_shock_indifference,origin,hispanics
4448,According to some people of a leftist persuasion the Mongol invasion of China was simply misunderstood; it was rea\u2026 @URL,offensive,indirect,anger_confusion_sadness_shock_indifference,other,refugees
4449,@user just said \u201cchinaman\u201d,hateful,direct,anger_shock,origin,muslims
4450,@user Interestingly Vanessa Beeley mostly Re-Tweets Vanessa Beeley like most narcissistic Conspiracy Theoris\u2026 @URL,normal,indirect,anger_shock,other,other
4451,When rappers say faggot&gt;&gt;,offensive,indirect,anger_shock,sexual_orientation,gay
4452,@user @user This is what the Democrats do. It's no wonder they support illegal aliens. Because th… @URL,offensive,indirect,anger_shock,other,left_wing_people
4453,Leftists stop sending me gifs of some movie reference i dont get of some twat shrugging their shoulders. Why don't\u2026 @URL,hateful,indirect,anger_sadness,other,left_wing_people
4454,Had a panic attack imagining buying red dead redemption on release day then as soon as I am doing some retarded tu\u2026 @URL,normal,indirect,anger_sadness,disability,special_needs
4455,@user @user @user You stupid twat why can\u2019t you see that this is an invasion to our country\u2026 @URL,hateful,indirect,anger_sadness,origin,women
4456,@user @user Hate to say it Cochise but unfortunately twats like trump have left a stain on our credibi\u2026 @URL,normal,indirect,anger_sadness,other,other
4457,@user @user @user Answer the question an I home u spic,hateful,indirect,anger_sadness,origin,individual
4458,@user @user @user read and then called you a mongoloid as you have acted as one.\n\nNow all you're d\u2026 @URL,offensive,indirect,sadness_disgust,origin,women
4459,@user Would Honduras and Guatemala quality as shithole countries?...,offensive,indirect,sadness_disgust,origin,other
4460,@user @user Shooter was A Nazi a leftist terrorist and a Palestinian sympathizer...,normal,indirect,indifference_disgust,other,left_wing_people
4461,@user You calm doon soup taker you could eat an apple through a letter box,offensive,indirect,indifference_disgust,other,other
4462,@user Say what? Not a refugee? Mexican? Not from \u201ca shithole country\u201d? (Debatable now) MS-13?,offensive,indirect,anger_confusion,origin,refugees
4463,@user @user legit nilas retarded idk,offensive_disrespectful,indirect,anger_confusion,disability,special_needs
4464,@user Such a brave twat shooting a sleeping animal. When will these idiots stop.,offensive,indirect,anger_confusion_sadness_shock,other,other
4465,@user Woke nigger,offensive_hateful,direct,sadness_disgust,origin,individual
4466,@user It\u2019s one of those shithole countries right?,offensive_disrespectful,indirect,confusion_indifference,origin,other
4467,Similarly white supremacists saying it's okay to be white aren't making an innocent statement about white people… @URL,fearful_abusive_offensive_hateful_normal,indirect,confusion_indifference,origin,other
4468,@user ching chong and you're not racist... and im not even asian so you're not only racist but also dumb,abusive_offensive,indirect,anger_confusion_shock_indifference_disgust,origin,muslims
4469,Should have known it wouldn\u2019t be long until some soft cunt would be offended by this. @URL,fearful_abusive_offensive_disrespectful_normal,indirect,anger_confusion_shock_indifference_disgust,other,women
4470,@user the delete feature was retarded anyways... why would someone delete something they payed for? like if y\u2026 @URL,offensive_hateful,indirect,anger_confusion_shock_indifference_disgust,disability,special_needs
4471,I liked a @user video @URL Javed Akhtar- The intellectual terrorism punctured - Aaj ki Taza Khabar,offensive,indirect,sadness_indifference,other,women
4472,@URL follow this faggot or something @user,offensive,indirect,anger_sadness,sexual_orientation,other
4473,Oh nvm don\u2019t even respond to my other tweet you\u2019re obviously half retarded @URL,fearful_offensive_hateful_disrespectful_normal,indirect,anger_sadness,disability,other
4474,MSNBC 7 bombs sent to Democrats by conspiracy mongoloid all right dirt bags. All bombs are in tack therefore the FB\u2026 @URL,offensive,indirect,anger_sadness,other,special_needs
4475,Is that guy a mentally retarded?\ud83e\udd14 @URL,offensive,indirect,anger_sadness,disability,special_needs
4476,Lil Xan looks like a mongoloid,normal,indirect,anger_sadness,origin,special_needs
4477,@user Hes such a faggot dude I can't stand people like that,hateful,direct,anger_sadness,sexual_orientation,gay
4478,@user Fuck me that's one sick cunt,offensive,direct,anger_sadness,gender,women
4479,@user LOOL you obviously haven't heard of Australia &amp; Canada where first-generation immigrants have become MPs… @URL,offensive_normal,indirect,anger_indifference,origin,other
4480,Remember you can always go full retard but maybe you won't be back. @URL,hateful,indirect,anger_indifference,disability,special_needs
4481,@user @user @user @user @user You called me a raghead first. If you\u2026 @URL,offensive,direct,anger_disgust,origin,arabs
4482,@user \nbooks\nManansala\nChaucer\nbraces\nsmile\nmongoloid HAHAHAHAHA\niced coffee\natasha\nalliah and friends,offensive,indirect,shock_indifference,other,other
4483,La faute aux migrants!,hateful,indirect,anger_shock,origin,refugees
4484,dis dyke finna get humped after,offensive,indirect,confusion_disgust,sexual_orientation,special_needs
4485,@user Ooh kicking it old school with the \u201ctwat\u201d I love it,offensive,indirect,confusion_disgust,gender,women
4486,I\u2019m a proud member of retard gang,hateful,indirect,confusion_disgust,sexual_orientation,special_needs
4487,@user @user @user @user Stop eating shit that will be better for your health.\n#mongol,offensive,indirect,confusion_disgust,other,individual
4488,@user what a mongol,offensive,direct,anger_indifference,origin,special_needs
4489,@user @user Absolutely! They belong where they originated in the raghead Arab middle eastern natio\u2026 @URL,hateful,indirect,anger_disgust,origin,indian/hindu
4490,@user @user @user These are not real women. These are feminazi’s. They demean men for fun ta… @URL,hateful_disrespectful,indirect,indifference_disgust,gender,women
4491,all feminazi sluts should be prosecuted for false accusations that publicly defame @URL,offensive,direct,indifference_disgust,other,left_wing_people
4492,Karma for being an absolute shit cunt. Never forget #AVFC @URL,offensive,indirect,indifference_disgust,gender,special_needs
4493,@user You could care less little feminazi. Screwed your way to the top with a long trail of discontent. Y… @URL,hateful_disrespectful,indirect,anger_confusion_sadness_indifference_disgust,gender,other
4494,@user @user Oh fuck off you silly twat,offensive,indirect,anger_confusion_sadness_indifference_disgust,gender,women
4495,imagine going to the cemetery to visit a loved one and u see this retard taking pictures on their grave @URL,offensive,indirect,anger_confusion_sadness_indifference_disgust,disability,women
4496,Don't patronised me faggot I'll smoke u all like weed,abusive_offensive_hateful_disrespectful_normal,indirect,sadness_indifference,sexual_orientation,gay
4497,So bree and I went out to eat Friday and this white lady behind us was yelling spic at bree and other derogatory te\u2026 @URL,offensive,indirect,sadness_indifference,origin,other
4498,Imagine our school having a gender swap. It would all fun until the gay boy does it. Then he\u2019d be called a \u201cfaggot\u201d\u2026 @URL,offensive,indirect,sadness_indifference,gender,gay
4499,When an attempt is made to bring them to some sort of accountability (NJAC) they do a mongol like raid across the\u2026 @URL,offensive,indirect,sadness_indifference,disability,special_needs
4500,@user @user yes i do shut up ching chong chinaman,offensive,indirect,sadness_indifference,origin,asians
4501,Hate being a spoiled twat ugh.,offensive,indirect,anger_sadness,gender,refugees
4502,When you get to FaceTime with your favorite actor!!!!! Looking like a total retard hahah #DEXTER FOEVAAAAA\u2026 @URL,offensive,indirect,confusion_disgust,disability,special_needs
4503,@user @user Kavanaugh FAMILY has 24/7 secret service protection! Dr. Ford has NO Security +had to f… @URL,normal,indirect,confusion_disgust,other,other
4504,\u201cgirl you should go dress like a mongol pencil this halloween since you\u2019re so used to being #2\u201d \n\nLOUDER FOR THE PEOPLE AT THE BACK!!!!!,offensive,indirect,confusion_disgust,disability,women
4505,Anyone getting pissed a Man U fans for that one tweet need to stand down. It\u2019s one stupid twat looking for fame. No\u2026 @URL,normal,indirect,confusion_disgust,gender,other
4506,Shit if your country is so great that you want to wave the flag then go back to that shithole and leave the US al\u2026 @URL,hateful,indirect,anger_disgust,origin,individual
4507,@user icicle twat,normal,indirect,anger_disgust,other,other
4508,I ain\u2019t gone say i ain\u2019t been a dumb bitch before but you bitches is xtra retarded I\u2019m talking bout short bus helm\u2026 @URL,offensive,indirect,anger_disgust,disability,women
4509,@user Pussy soy boys emasculated by their feminazi mommy!,offensive,indirect,anger_disgust,other,other
4510,this is a retarded question but what's the Pokemon in your avatar,normal,indirect,anger_disgust,disability,special_needs
4511,Note : I m not talking about refugees,offensive,indirect,anger_indifference,origin,refugees
4512,I didn\u2019t give a guy enough ketchup packets today at work and he called me a wetback spic,normal,indirect,shock_indifference,origin,special_needs
4513,But half of ASIB is Gaga. Are u retarded? Did Beyonce win a golden globe or nominated for an Oscar?!? Gaga remains\u2026 @URL,offensive_hateful,indirect,anger_indifference,disability,special_needs
4514,@user why aren't you calling out the shithole countries the immigrants are coming from if these countrie\u2026 @URL,offensive,indirect,anger_disgust,origin,other
4515,@user @user Shut up ching chong go back to making my cotton &gt;:(,abusive_offensive_hateful_disrespectful_normal,indirect,anger_disgust,origin,asians
4516,Foh you mongoloid bitch @user,fearful_abusive_offensive_hateful_normal,indirect,sadness_disgust,other,other
4517,@user Ill dress up in black face or as a chinaman or savage injun or whatever i want to! This is America horseface!,normal,indirect,sadness_disgust,origin,special_needs
4518,@user Stop giving this twat attention. It's so obvious she's clout chasing,offensive_hateful,indirect,sadness_disgust,gender,women
4519,@user @user get out my mentions stinky dyke,hateful,direct,sadness_disgust,sexual_orientation,individual
4520,3. The food bank director separated requests into 2 stacks: locals &amp; immigrants. How did the church respond? ‘The 1… @URL,fearful_normal,indirect,sadness_disgust,origin,individual
4521,Open your eyes Joe Buck you absolute mongoloid #RedSox,fearful_abusive_hateful_disrespectful_normal,indirect,sadness_shock,disability,special_needs
4522,@user Yeah just a cunt. Going too far for bites. Just not needed,abusive_offensive,direct,sadness_disgust,gender,women
4523,Racist far left Commie Sean Penn's Son Assaults Black Photographer and calls him a 'n*gger' and a faggot.\n@URL,fearful_offensive,indirect,sadness_disgust,sexual_orientation,special_needs
4524,@user @user That might've been the real issue with shithole countries being called shitholes. It's\u2026 @URL,offensive,indirect,anger_indifference,origin,other
4525,@user Hot damn can I catch a retard candle,offensive,indirect,sadness_shock,disability,special_needs
4526,German mayor sets example of how to welcome refugees CJ @URL,normal,indirect,sadness_shock_indifference_disgust,origin,refugees
4527,The \u2018All Hewitt does is run around\u2019 opinion is such a mongy opinion it\u2019s unreal.,offensive,indirect,sadness_shock_indifference_disgust,origin,special_needs
4528,@user @user No he Is not you mongol,normal,indirect,sadness_indifference,disability,special_needs
4529,I hate this retarded asshole. You should be died and never aloud to walk this earth! @URL,fearful,indirect,sadness_shock_indifference_disgust,disability,special_needs
4530,retard exposing himself @URL,fearful_offensive_hateful_disrespectful_normal,indirect,sadness_shock_indifference_disgust,disability,special_needs
4531,@user It's okay to be white!,normal,indirect,anger_sadness_shock_indifference_disgust,other,other
4532,Trifling twat waffle is honestly the best insult,offensive,direct,sadness_shock_indifference_disgust,gender,women
4533,@user ching chong right back ya,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,special_needs
4534,@user @user He's a fucking racist attention seeking cunt.,offensive,indirect,anger_confusion_sadness_shock_disgust,gender,women
4535,@user your cars ar retarded.,offensive,direct,anger_confusion_sadness_shock_disgust,other,special_needs
4536,This cunt is what is wrong with our society @user @user get him off your format fucking disgrace from\u2026 @URL,offensive,indirect,anger_confusion_sadness_shock_disgust,gender,women
4537,@user @user @user doesn't show any leftist terrorist attacks in the last two years. Yet we've got a mor\u2026 @URL,offensive,indirect,anger_confusion_sadness_shock_disgust,other,other
4538,@user Laughed at how retarded this man is.,disrespectful_hateful,indirect,anger_confusion_sadness_shock_disgust,disability,special_needs
4539,@user fucking ching chong retards,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,left_wing_people
4540,@user @user You cannot argue with a retard jerusalemofiron who lives in a beggar state stolen b\u2026 @URL,offensive,indirect,anger_confusion_sadness_shock_disgust,origin,special_needs
4541,@user @user @user @user @user Oh fuck off you pompous cunt. Neil Portilo and the\u2026 @URL,abusive_hateful,indirect,anger_confusion_sadness_shock_disgust,gender,women
4542,I suppose it is since the oligarchy already made America a shithole the only thing left for them to contemplate is\u2026 @URL,normal,indirect,anger_fear_indifference_sadness_disgust,origin,other
4543,But yet our mongy fans are to busy booing a 18 year old than booing the experienced pros that are Jones MillerBen\u2026 @URL,normal,indirect,anger_confusion_sadness_shock_disgust,gender,special_needs
4544,@user are u streamong the injun vs the retard dick measuring contest,normal,indirect,anger_shock,disability,special_needs
